,Item,Receipts,Inv_Adj,Aftr_adj_Qty,Cost,Sales_Qty,year,month
335,Peavey PICK HOLDER,4.0,0.0,4.0,0.04,0.0,2019,8
336,Peavey PV 100' LOW Z MIC CABLE,2.0,0.0,2.0,44.34,0.0,2019,8
337,Peavey PV 112 Enclosure,2.0,0.0,2.0,250.0,0.0,2019,8
338,Peavey PV 118 Enclosure,2.0,0.0,2.0,340.0,0.0,2019,8
339,Peavey PV 12M Floor monitor,1.0,0.0,1.0,125.0,0.0,2019,8
340,Peavey PV 14 AT 120US,1.0,0.0,1.0,310.0,0.0,2019,8
341,Peavey PV 15PM Powered Monitor,2.0,0.0,2.0,566.2,0.0,2019,8
342,Peavey PV 231EQ (BLK),2.0,0.0,2.0,234.0,0.0,2019,8
343,Peavey PVX 15,4.0,0.0,4.0,864.0,0.0,2019,8
344,Peavey PVi18B,2.0,0.0,2.0,357.2,0.0,2019,8
345,Peavey REMOTE SWITCH,2.0,0.0,2.0,29.98,0.0,2019,8
346,Pelican 0945 - 0940-015-110,4.0,0.0,4.0,60.24,0.0,2019,8
347,Pelican 1040 - 1040-025-110,4.0,0.0,4.0,53.28,0.0,2019,8
348,Pelican 1042 - 1040-400-000,1.0,0.0,1.0,4.04,0.0,2019,8
349,Pelican 1050 - 1050-025-110,8.0,0.0,8.0,111.2,0.0,2019,8
350,Pelican 1150 - 1150-000-110,4.0,0.0,4.0,104.32,0.0,2019,8
351,Pelican 1450 - 1450-000-110,2.0,0.0,2.0,169.32,0.0,2019,8
352,Pelican 1460 - 1460-000-110,7.0,0.0,7.0,1010.8000000000001,0.0,2019,8
353,Pelican 1535AIR - 015350-0001-110,5.0,0.0,5.0,719.0999999999999,0.0,2019,8
354,Pelican 1535AIRFS - 015350-4000-000,3.0,0.0,3.0,106.08,0.0,2019,8
355,Pelican 1535NF - 015350-0011-110,3.0,0.0,3.0,365.34000000000003,0.0,2019,8
356,Pelican 1555AIRFS - 015550-4000-000,4.0,0.0,4.0,194.8,0.0,2019,8
357,Pelican 1555NF - 015550-0010-110,3.0,0.0,3.0,328.79999999999995,0.0,2019,8
358,Pelican 1607AIRWF - 016070-0000-110,2.0,0.0,2.0,376.96,0.0,2019,8
359,Pelican 1610TP - 016100-0050-110,2.0,0.0,2.0,496.44,0.0,2019,8
360,Pelican 1615-DIV - 016150-0040-110,1.0,0.0,1.0,255.76,0.0,2019,8
361,Pelican 1615AIR - 016150-0000-110,1.0,0.0,1.0,194.86,0.0,2019,8
362,Pelican 1700 - 1700-000-110,2.0,0.0,2.0,345.64,0.0,2019,8
363,Pelican 30-WB - 30-WB,3.0,0.0,3.0,43.44,0.0,2019,8
364,Pelican IM30QT - 30Q-1-WHTGRY,3.0,0.0,3.0,391.43999999999994,0.0,2019,8
365,PolyPhaser AL-LSXM,2.0,0.0,2.0,88.36,0.0,2019,8
366,PolyPhaser BFN,3.0,0.0,3.0,33.75,0.0,2019,8
367,PolyPhaser GT-NFF-AL,2.0,0.0,2.0,71.56,0.0,2019,8
368,PolyPhaser IS-50NX-C0,5.0,-3.0,2.0,101.38,0.0,2019,8
369,PolyPhaser IS-75F-C1,4.0,0.0,4.0,286.52,0.0,2019,8
370,PolyPhaser IS-B50LN-C0-MA,11.0,2.0,13.0,726.5699999999999,0.0,2019,8
371,PolyPhaser MDS+24-F-F,2.0,0.0,2.0,200.62,0.0,2019,8
372,PolyPhaser RGT,4.0,0.0,4.0,240.76,0.0,2019,8
373,PolyPhaser VUF50DHP-MA,1.0,0.0,1.0,193.59,0.0,2019,8
374,PolyPhaser VUF50NHP-MA,16.0,-1.0,15.0,2991.75,0.0,2019,8
375,Polyphaser VUF50DHP-ME,9.0,0.0,9.0,2011.05,0.0,2019,8
376,Porta Brace RS-22,1.0,0.0,1.0,55.0,0.0,2019,8
377,Presonus AudioBox 96 Studio,0.0,-1.0,-1.0,-140.0,0.0,2019,8
378,Presonus Eris E5 XT,0.0,-4.0,-4.0,-324.0,0.0,2019,8
379,Pro CO Sound Short Stops,10.0,0.0,10.0,658.9,0.0,2019,8
380,Protection Tech. Group TSJ 10/100 BT,4.0,-4.0,0.0,0.0,0.0,2019,8
381,RTS Systems C3,3.0,0.0,3.0,27.18,0.0,2019,8
382,RapcoHorizon AQ-3,1.0,-1.0,0.0,0.0,0.0,2019,8
383,Tannoy CMS803DCBM,1.0,0.0,1.0,390.0,0.0,2019,8
384,Tannoy CVS 6,3.0,0.0,3.0,522.0,0.0,2019,8
385,Tannoy REVEAL 402,2.0,0.0,2.0,199.98,0.0,2019,8
386,Telos Hx1 Hybrid Analog I/O,6.0,-1.0,5.0,3281.25,0.0,2019,8
387,Telos Hx2 Hybrid Analog I/O,9.0,-1.0,8.0,11960.0,0.0,2019,8
388,"Telos Z/IP ONE IP Codec (with Analog, AES/EBU and Livewire I/O)",8.0,-2.0,6.0,14970.0,0.0,2019,8
389,Transtector 1100-592-1,16.0,0.0,16.0,1080.0,0.0,2019,8
390,Transtector 1104-15-000,5.0,0.0,5.0,916.25,0.0,2019,8
391,AudioScience BOB1024 Cable,1.0,0.0,1.0,50.0,0.0,2019,8
392,AudioScience CBL1001,8.0,0.0,8.0,400.0,0.0,2019,8
393,AudioScience CBL1003,12.0,0.0,12.0,600.0,0.0,2019,8
394,AudioScience CBL1004,8.0,0.0,8.0,400.0,0.0,2019,8
395,AudioScience CBL1006,10.0,0.0,10.0,500.0,0.0,2019,8
396,AudioScience CBL1101,6.0,0.0,6.0,300.0,0.0,2019,8
397,AudioScience CBL1102,10.0,0.0,10.0,500.0,0.0,2019,8
398,Genelec 6010-440,6.0,0.0,6.0,168.0,0.0,2019,8
399,OC White 16231,0.0,9.0,9.0,105.3,0.0,2019,8
400,PCM Cable PCM-KW-16,700.0,0.0,700.0,7000.0,0.0,2019,8
401,PCM Cable PCM-KW-17,700.0,0.0,700.0,7000.0,0.0,2019,8
402,Shively Labs 078F-321,10.0,0.0,10.0,2350.0,0.0,2019,8
403,Shively Labs 078F-501,12.0,0.0,12.0,360.0,0.0,2019,8
404,Shively Labs 078F-610,6.0,0.0,6.0,2160.0,0.0,2019,8
405,Shively Labs 158F-501,18.0,0.0,18.0,810.0,0.0,2019,8
406,Shively Labs 158F-610,4.0,0.0,4.0,1680.0,0.0,2019,8
407,Shively Labs 158F-701,4.0,0.0,4.0,1160.0,0.0,2019,8
408,Shively Labs 158F-901,8.0,0.0,8.0,640.0,0.0,2019,8
409,Shively Labs 158NF-302,4.0,0.0,4.0,740.0,0.0,2019,8
410,Shively Labs 318F-501,12.0,0.0,12.0,900.0,0.0,2019,8
411,Shure 44A8023C,6.0,0.0,6.0,6.0,0.0,2019,8
412,Shure A120S,1.0,0.0,1.0,20.0,0.0,2019,8
413,Shure A25D,1.0,0.0,1.0,4.0,0.0,2019,8
414,Shure A3WS,9.0,0.0,9.0,81.0,0.0,2019,8
415,Shure A58WS-BLK,1.0,0.0,1.0,5.0,0.0,2019,8
416,Shure A58WS-BLU,11.0,-1.0,10.0,50.0,0.0,2019,8
417,Shure A58WS-GRA,1.0,0.0,1.0,5.0,0.0,2019,8
418,Shure BETA 52A,16.0,0.0,16.0,3672.0,0.0,2019,8
419,Shure BETA 57A,25.0,0.0,25.0,2103.75,0.0,2019,8
420,Shure BETA 58A,21.0,0.0,21.0,1927.8,0.0,2019,8
421,Shure BLX24/PG58-J10,5.0,-1.0,4.0,900.0,0.0,2019,8
422,Shure BLX24/SM58-H10,5.0,0.0,5.0,1225.0,0.0,2019,8
423,Shure BLX24R/SM58-H10,5.0,0.0,5.0,1395.0,0.0,2019,8
424,Shure Black Foam Sleeves,1.0,0.0,1.0,0.0,0.0,2019,8
425,Shure HPACA1,1.0,0.0,1.0,9.0,0.0,2019,8
426,Shure MV5/A-B-LTG,20.0,0.0,20.0,1406.0,0.0,2019,8
427,Shure MV51/A,22.0,0.0,22.0,2696.1,0.0,2019,8
428,Shure MV88/A,17.0,0.0,17.0,1566.5500000000002,0.0,2019,8
429,Shure MVi/A-LTG,20.0,0.0,20.0,1596.0,0.0,2019,8
430,Shure PGA48-XLR,1.0,0.0,1.0,25.0,0.0,2019,8
431,Shure RK354SB,7.0,0.0,7.0,56.0,0.0,2019,8
432,Shure RMCE B-stock,8.0,0.0,8.0,168.0,0.0,2019,8
433,Shure RMCE-BT1,21.0,0.0,21.0,1470.0,0.0,2019,8
434,Shure RMCE-BT2,18.0,0.0,18.0,1890.0,0.0,2019,8
435,Shure RMCE-LTG,23.0,0.0,23.0,1610.0,0.0,2019,8
436,Shure RMCE-UNI,20.0,0.0,20.0,420.0,0.0,2019,8
437,Shure RPM510,5.0,0.0,5.0,105.0,0.0,2019,8
438,Shure SE112-GR,12.0,-1.0,11.0,341.55,0.0,2019,8
439,Shure SE112-K-BT1,19.0,0.0,19.0,1178.0,0.0,2019,8
440,Shure SE215-CL,16.0,0.0,16.0,1008.0,0.0,2019,8
441,Shure SE215-CL+UNI,22.0,0.0,22.0,2772.0,0.0,2019,8
442,Shure SE215-CL-BT1,24.0,-2.0,22.0,2310.0,0.0,2019,8
443,Shure SE215-K+UNI,12.0,0.0,12.0,756.0,0.0,2019,8
444,Shure SE215-K-BT1,13.0,0.0,13.0,1365.0,0.0,2019,8
445,Shure SE215SPE,12.0,0.0,12.0,756.0,0.0,2019,8
446,Shure SE215SPE-B+UNI,11.0,0.0,11.0,693.0,0.0,2019,8
447,Shure SE215SPE-B-BT1,11.0,-1.0,10.0,1050.0,0.0,2019,8
448,Shure SE215SPE-W+UNI,10.0,0.0,10.0,630.0,0.0,2019,8
449,Shure SE425-CL,4.0,0.0,4.0,680.4,0.0,2019,8
450,Shure SE425-V+BT1,5.0,0.0,5.0,1050.0,0.0,2019,8
451,Shure SE535-CL,5.0,0.0,5.0,1417.5,0.0,2019,8
452,Shure SE535-V,3.0,-1.0,2.0,567.0,0.0,2019,8
453,Shure SE535-V+BT1,5.0,0.0,5.0,1750.0,0.0,2019,8
454,Shure SE846-CL+BT1,4.0,0.0,4.0,2800.0,0.0,2019,8
455,Shure SM57-LC,72.0,-2.0,70.0,9329.400000000001,0.0,2019,8
456,Shure SM58-LC,58.0,-4.0,54.0,3888.0,0.0,2019,8
457,Shure SM58-X2U,10.0,0.0,10.0,1071.0,0.0,2019,8
458,Shure SM58S,20.0,0.0,20.0,1512.0,0.0,2019,8
459,Shure SM5B-BACK,11.0,0.0,11.0,0.0,0.0,2019,8
460,Shure SM7B,100.0,0.0,100.0,29325.0,0.0,2019,8
461,Shure SRH1840,4.0,0.0,4.0,1400.0,0.0,2019,8
462,Shure SRH440,16.0,0.0,16.0,1120.0,0.0,2019,8
463,Shure SRH840,9.0,0.0,9.0,1134.0,0.0,2019,8
464,Shure WA371,1.0,0.0,1.0,5.0,0.0,2019,8
465,Shure WA555,1.0,0.0,1.0,4.0,0.0,2019,8
466,Tascam CD-500B,18.0,0.0,18.0,9539.82,0.0,2019,8
467,Tascam TA-1VP,2.0,0.0,2.0,999.98,0.0,2019,8
468,Atlas Sound AA100PHD,1.0,0.0,1.0,346.44,0.0,2019,8
469,Atlas Sound AA30PHD,3.0,0.0,3.0,429.57,0.0,2019,8
470,Atlas Sound AA35G,6.0,0.0,6.0,943.5,0.0,2019,8
471,Atlas Sound AA50PHD,2.0,0.0,2.0,426.74,0.0,2019,8
472,Atlas Sound AD-12B,15.0,0.0,15.0,97.8,0.0,2019,8
473,Atlas Sound AD-12BE,6.0,0.0,6.0,33.0,0.0,2019,8
474,Atlas Sound AT10D,2.0,0.0,2.0,29.1,0.0,2019,8
475,Atlas Sound AT35D,2.0,0.0,2.0,34.98,0.0,2019,8
476,Atlas Sound BBWP-TOUCH7B,1.0,0.0,1.0,597.86,0.0,2019,8
477,Atlas Sound CO-1B,3.0,0.0,3.0,0.0,0.0,2019,8
478,Atlas Sound DS7,37.0,0.0,37.0,791.8,0.0,2019,8
479,Atlas Sound DS7E,22.0,0.0,22.0,447.26,0.0,2019,8
480,Atlas Sound FAP62T,4.0,0.0,4.0,291.92,0.0,2019,8
481,Atlas Sound FAP63T-W,2.0,0.0,2.0,153.26,0.0,2019,8
482,Atlas Sound GN-13E,5.0,0.0,5.0,32.599999999999994,0.0,2019,8
483,Atlas Sound GN-19E,7.0,0.0,7.0,59.64,0.0,2019,8
484,Atlas Sound HK-40CN,12.0,0.0,12.0,222.84,0.0,2019,8
485,Atlas Sound LO-2BE,2.0,0.0,2.0,25.06,0.0,2019,8
486,Atlas Sound MS-10C,1.0,0.0,1.0,32.76,0.0,2019,8
487,Atlas Sound PA60G,1.0,0.0,1.0,180.25,0.0,2019,8
488,Atlas Sound PB11XCH,1.0,0.0,1.0,43.24,0.0,2019,8
489,Atlas Sound PM8FA-B,2.0,0.0,2.0,317.84,0.0,2019,8
490,Atlas Sound SM42T-B,8.0,0.0,8.0,389.44,0.0,2019,8
491,Atlas Sound SM52T-B,4.0,0.0,4.0,434.52,0.0,2019,8
492,Atlas Sound WPD-RISRL,1.0,0.0,1.0,24.18,0.0,2019,8
493,Atlas Sound XX6149600,4.0,0.0,4.0,0.0,0.0,2019,8
494,Audemat TF01070-US,7.0,0.0,7.0,15624.0,0.0,2019,8
495,Beyerdynamic DT 290 MKII,1.0,0.0,1.0,230.0,0.0,2019,8
496,Bosch PLE-1CS,1.0,0.0,1.0,85.86,0.0,2019,8
497,Bosch PLE-1ME240-US,1.0,0.0,1.0,302.94,0.0,2019,8
498,Electro Voice F.01U.117.910,3.0,0.0,3.0,0.0,0.0,2019,8
499,Electro-Voice 309A,205.0,0.0,205.0,15719.400000000001,0.0,2019,8
500,Electro-Voice 311,1.0,0.0,1.0,10.52,0.0,2019,8
501,Electro-Voice 320,25.0,0.0,25.0,677.75,0.0,2019,8
502,Electro-Voice 635A,10.0,0.0,10.0,966.5999999999999,0.0,2019,8
503,Electro-Voice 635N/D-B,9.0,0.0,9.0,1001.16,0.0,2019,8
504,Electro-Voice CPS4.10 120V Used,1.0,0.0,1.0,1967.76,0.0,2019,8
505,Electro-Voice EKX-12P-US,4.0,0.0,4.0,2072.16,0.0,2019,8
506,Electro-Voice ELX200-12SP-US,2.0,0.0,2.0,817.92,0.0,2019,8
507,Electro-Voice EVID 4.2,2.0,0.0,2.0,396.36,0.0,2019,8
508,Electro-Voice EVU-1062/95-BLK,1.0,0.0,1.0,267.3,0.0,2019,8
509,Electro-Voice ND76,2.0,0.0,2.0,157.68,0.0,2019,8
510,Electro-Voice PC SATELLITE-18,1.0,0.0,1.0,266.76,0.0,2019,8
511,Electro-Voice RE20,71.0,0.0,71.0,23349.06,0.0,2019,8
512,Electro-Voice RE27N/D,40.0,0.0,40.0,30240.0,0.0,2019,8
513,Electro-Voice RE320,43.0,0.0,43.0,7825.139999999999,0.0,2019,8
514,Electro-Voice RE50/B,12.0,0.0,12.0,1483.92,0.0,2019,8
515,Electro-Voice RE50L,2.0,0.0,2.0,274.32,0.0,2019,8
516,Electro-Voice RE50N/D-L,19.0,0.0,19.0,2759.9399999999996,0.0,2019,8
517,Electro-Voice WSPL-2,59.0,0.0,59.0,783.52,0.0,2019,8
518,Gator G-BROADCASTER,1.0,0.0,1.0,54.47,0.0,2019,8
519,Gator G-MIX-L 1618A,1.0,0.0,1.0,69.46,0.0,2019,8
520,Gator G-MIXERBAG-0909,1.0,0.0,1.0,20.83,0.0,2019,8
521,Gator G-MIXERBAG-2519,1.0,0.0,1.0,56.83,0.0,2019,8
522,Gator GM-1WP,2.0,0.0,2.0,221.04,0.0,2019,8
523,Gator GP-66,1.0,0.0,1.0,31.57,0.0,2019,8
524,Gator GTSA-MIX192108,1.0,0.0,1.0,189.46,0.0,2019,8
525,Gator GU-1510-06-WPDF,1.0,0.0,1.0,66.31,0.0,2019,8
526,Gemini CDX-1210,1.0,0.0,1.0,140.0,0.0,2019,8
527,Jampro 078-50-336,7.0,0.0,7.0,906.5,0.0,2019,8
528,Jampro 158-50-325,2.0,0.0,2.0,301.0,0.0,2019,8
529,Jampro 318-50-310,1.0,0.0,1.0,301.0,0.0,2019,8
530,Orban 8700i,0.0,-3.0,-3.0,-33727.5,0.0,2019,8
531,PCM Cable PCM-KW-13,0.0,-10.0,-10.0,-43.0,0.0,2019,8
532,PCM Cable PCM-KW-14,0.0,-10.0,-10.0,-21.5,0.0,2019,8
533,PCM Cable PCM-KW-15,0.0,-10.0,-10.0,-43.0,0.0,2019,8
534,PCM Cable PCM-KW-16,0.0,-82.0,-82.0,-820.0,0.0,2019,8
535,PCM Cable PCM-KW-17,0.0,-62.0,-62.0,-620.0,0.0,2019,8
536,PCM Cable PCM-KW-18,0.0,-10.0,-10.0,-43.0,0.0,2019,8
537,Presonus Eris E5 XT,0.0,-2.0,-2.0,-162.0,0.0,2019,8
538,Shure BETA 58A,12.0,0.0,12.0,1101.6,0.0,2019,8
539,Vivitek D968U-WT,2.0,0.0,2.0,700.0,0.0,2019,8
540,Warm Audio TB12,1.0,0.0,1.0,435.0,0.0,2019,8
541,Warm Audio WA-14,3.0,0.0,3.0,900.0,0.0,2019,8
542,Warm Audio WA-87,2.0,0.0,2.0,870.0,0.0,2019,8
543,Warm Audio WA12-500 MKII,1.0,0.0,1.0,310.0,0.0,2019,8
544,Warm Audio WA76,1.0,0.0,1.0,445.0,0.0,2019,8
545,WindTech GN-19,5.0,0.0,5.0,40.0,0.0,2019,8
546,WindTech GN-6,3.0,0.0,3.0,16.5,0.0,2019,8
547,XGA-2000,1.0,0.0,1.0,149.95,0.0,2019,8
548,ZLX-12P-US,6.0,0.0,6.0,1550.88,0.0,2019,8
549,ZLX-15P-US,4.0,0.0,4.0,1293.12,0.0,2019,8
550,Angry Audio 991001,0.0,3.0,3.0,318.96,0.0,2019,8
551,Audio-Technica AT-GCW,5.0,0.0,5.0,51.0,0.0,2019,8
552,Audio-Technica AT2005USBPK,5.0,0.0,5.0,382.5,0.0,2019,8
553,Audio-Technica AT2010,6.0,0.0,6.0,351.9,0.0,2019,8
554,Audio-Technica AT2020,19.0,0.0,19.0,1114.35,0.0,2019,8
555,Audio-Technica AT2020PK,7.0,0.0,7.0,618.8000000000001,0.0,2019,8
556,Audio-Technica AT2020USB+,11.0,0.0,11.0,1019.1500000000001,0.0,2019,8
557,Audio-Technica AT2020USB+PK,6.0,0.0,6.0,708.9000000000001,0.0,2019,8
558,Audio-Technica AT2020USBI,9.0,0.0,9.0,1109.25,0.0,2019,8
559,Audio-Technica AT2035,5.0,0.0,5.0,442.0,0.0,2019,8
560,Audio-Technica AT2035PK,2.0,0.0,2.0,236.3,0.0,2019,8
561,Audio-Technica AT690-25,19.0,0.0,19.0,192.27999999999997,0.0,2019,8
562,Audio-Technica AT690-50,30.0,0.0,30.0,495.0,0.0,2019,8
563,Audio-Technica AT700-25,1.0,0.0,1.0,20.25,0.0,2019,8
564,Audio-Technica AT700-25Q,9.0,0.0,9.0,136.71,0.0,2019,8
565,Audio-Technica AT700-50,6.0,0.0,6.0,167.64000000000001,0.0,2019,8
566,Audio-Technica AT700-50Q,4.0,0.0,4.0,90.0,0.0,2019,8
567,Audio-Technica AT8004,3.0,0.0,3.0,188.7,0.0,2019,8
568,Audio-Technica AT8024,3.0,0.0,3.0,446.25,0.0,2019,8
569,Audio-Technica AT8132,1.0,0.0,1.0,11.05,0.0,2019,8
570,Audio-Technica AT8143,1.0,0.0,1.0,3.3,0.0,2019,8
571,Audio-Technica AT8162,3.0,0.0,3.0,45.900000000000006,0.0,2019,8
572,Audio-Technica AT8314-1.5,12.0,0.0,12.0,114.72,0.0,2019,8
573,Audio-Technica AT8314-10,46.0,0.0,46.0,517.5,0.0,2019,8
574,Audio-Technica AT8314-15,12.0,0.0,12.0,148.56,0.0,2019,8
575,Audio-Technica AT8314-20,54.0,0.0,54.0,729.0,0.0,2019,8
576,Audio-Technica AT8314-25,8.0,0.0,8.0,121.52,0.0,2019,8
577,Audio-Technica AT8314-3,8.0,0.0,8.0,79.52,0.0,2019,8
578,Audio-Technica AT8314-50,4.0,0.0,4.0,81.0,0.0,2019,8
579,Audio-Technica AT8314-6,72.0,0.0,72.0,756.0,0.0,2019,8
580,Audio-Technica AT831R,4.0,0.0,4.0,506.6,0.0,2019,8
581,Audio-Technica AT8390-1,4.0,0.0,4.0,15.0,0.0,2019,8
582,Audio-Technica AT8390-25,1.0,0.0,1.0,6.75,0.0,2019,8
583,Audio-Technica AT8415,4.0,0.0,4.0,132.6,0.0,2019,8
584,Audio-Technica ATDM-0604,3.0,0.0,3.0,1782.4499999999998,0.0,2019,8
585,Audio-Technica ATH-E40,4.0,0.0,4.0,236.32,0.0,2019,8
586,Audio-Technica ATH-M2X,50.0,0.0,50.0,805.5,0.0,2019,8
587,Audio-Technica ATH-M3X,74.0,0.0,74.0,1569.54,0.0,2019,8
588,Audio-Technica ATH-M40X,34.0,0.0,34.0,2008.72,0.0,2019,8
589,Audio-Technica ATH-M50X,21.0,0.0,21.0,1874.25,0.0,2019,8
590,Audio-Technica ATH-M50XWH,25.0,0.0,25.0,2539.5,0.0,2019,8
591,Audio-Technica ATH-M50xBB,54.0,0.0,54.0,5485.32,0.0,2019,8
592,Audio-Technica ATH-M60X,3.0,0.0,3.0,354.45000000000005,0.0,2019,8
593,Audio-Technica ATH-M70X,4.0,0.0,4.0,710.6,0.0,2019,8
594,Audio-Technica ATM-DRUM4,2.0,0.0,2.0,593.3,0.0,2019,8
595,Audio-Technica ATM75CW,8.0,0.0,8.0,571.2,0.0,2019,8
596,Audio-Technica ATW-1101/H92,13.0,0.0,13.0,2927.73,0.0,2019,8
597,Audio-Technica ATW-1101/H92-TH,10.0,0.0,10.0,2252.1,0.0,2019,8
598,Audio-Technica ATW-1101/L,8.0,0.0,8.0,1665.68,0.0,2019,8
599,Audio-Technica ATW-1102,9.0,0.0,9.0,3212.28,0.0,2019,8
600,Audio-Technica ATW-2120BI,7.0,0.0,7.0,1576.75,0.0,2019,8
601,Audio-Technica ATW-2129BI,5.0,0.0,5.0,1126.25,0.0,2019,8
602,Audio-Technica BP40,41.0,0.0,41.0,17076.5,0.0,2019,8
603,Audio-Technica BP4001,8.0,0.0,8.0,877.2,0.0,2019,8
604,Audio-Technica BPCB1,15.0,0.0,15.0,331.5,0.0,2019,8
605,Audio-Technica BPHS1,47.0,0.0,47.0,5573.26,0.0,2019,8
606,Audio-Technica HP-CC,20.0,0.0,20.0,305.79999999999995,0.0,2019,8
607,Audio-Technica HP-EP,54.0,0.0,54.0,1375.92,0.0,2019,8
608,Audio-Technica HP-EP-WH,20.0,0.0,20.0,254.8,0.0,2019,8
609,Audio-Technica HP-SC,20.0,0.0,20.0,203.79999999999998,0.0,2019,8
610,Audio-Technica MT830C,6.0,0.0,6.0,290.70000000000005,0.0,2019,8
611,Audio-Technica PRO-DRUM4,3.0,0.0,3.0,444.48,0.0,2019,8
612,Audio-Technica PRO-DRUM7,2.0,0.0,2.0,406.72,0.0,2019,8
613,Audio-Technica PRO45,6.0,0.0,6.0,353.46,0.0,2019,8
614,Audio-Technica PRO45W,8.0,0.0,8.0,471.28,0.0,2019,8
615,Audio-Technica PRO61,10.0,0.0,10.0,410.5,0.0,2019,8
616,Audio-Technica Pro 8HEX,6.0,0.0,6.0,0.0,0.0,2019,8
617,Audio-Technica U851RO,6.0,0.0,6.0,1147.1999999999998,0.0,2019,8
618,"Barix AG 19"" Rack Mount",2.0,0.0,2.0,247.5,0.0,2019,8
619,Barix AG 2-PIN CONNECTORS,5.0,0.0,5.0,0.0,0.0,2019,8
620,Barix AG Barix TS,20.0,0.0,20.0,180.0,0.0,2019,8
621,Barix AG Cable Set AUDIO,15.0,0.0,15.0,135.0,0.0,2019,8
622,Barix AG Exstreamer 100,4.0,0.0,4.0,585.0,0.0,2019,8
623,Barix AG Exstreamer 110,5.0,0.0,5.0,933.75,0.0,2019,8
624,Barix AG Exstreamer 500,17.0,0.0,17.0,8351.25,0.0,2019,8
625,Barix AG Instreamer,29.0,0.0,29.0,8243.25,0.0,2019,8
626,Barix AG Mounting Bracket,49.0,0.0,49.0,441.0,0.0,2019,8
627,Barix AG Redundix,6.0,0.0,6.0,1255.5,0.0,2019,8
628,Behringer 502,2.0,0.0,2.0,7.76,0.0,2019,8
629,Behringer AMP800,4.0,0.0,4.0,196.0,0.0,2019,8
630,Behringer B-1,1.0,0.0,1.0,70.0,0.0,2019,8
631,Behringer FBQ100,3.0,0.0,3.0,210.0,0.0,2019,8
632,Behringer HA400,29.0,0.0,29.0,507.5,0.0,2019,8
633,Behringer HA6000,5.0,0.0,5.0,525.0,0.0,2019,8
634,Behringer HA8000 V2,2.0,0.0,2.0,210.0,0.0,2019,8
635,Behringer P16-D,6.0,0.0,6.0,546.0,0.0,2019,8
636,Behringer P16-I,4.0,0.0,4.0,700.0,0.0,2019,8
637,Behringer P16-M,23.0,0.0,23.0,4830.0,0.0,2019,8
638,Behringer P16-MB,21.0,0.0,21.0,441.0,0.0,2019,8
639,Behringer PMP580S,1.0,0.0,1.0,245.0,0.0,2019,8
640,Behringer S16,2.0,0.0,2.0,1260.0,0.0,2019,8
641,Behringer SRC2496,1.0,0.0,1.0,140.0,0.0,2019,8
642,Behringer UCA202,3.0,0.0,3.0,63.0,0.0,2019,8
643,Behringer X-DANTE,4.0,0.0,4.0,1680.0,0.0,2019,8
644,Behringer X-TOUCH,2.0,0.0,2.0,672.0,0.0,2019,8
645,Behringer X-USB,1.0,0.0,1.0,105.0,0.0,2019,8
646,Behringer X18,3.0,0.0,3.0,1050.0,0.0,2019,8
647,Behringer X32,1.0,0.0,1.0,1610.0,0.0,2019,8
648,Behringer XR16,1.0,0.0,1.0,280.0,0.0,2019,8
649,Behringer ZMX8210 V2,5.0,0.0,5.0,525.0,0.0,2019,8
650,Bescor TH770,14.0,0.0,14.0,1155.0,0.0,2019,8
651,Blackmagic Design BMD-BDLKWEBPTR,2.0,0.0,2.0,841.5,0.0,2019,8
652,Blackmagic Design BMD-CONVCMIC/SH,3.0,0.0,3.0,114.75,0.0,2019,8
653,Blackmagic Design BMD-CONVNTRM/YA/SMTPN,1.0,0.0,1.0,72.25,0.0,2019,8
654,Denon Consumer HEOS 1 GO PACK,1.0,0.0,1.0,75.0,0.0,2019,8
655,Denon Consumer HEOS LINK,1.0,0.0,1.0,210.0,0.0,2019,8
656,Eventide BD600+,4.0,0.0,4.0,21746.64,0.0,2019,8
657,Heil Sound FL-2,13.0,0.0,13.0,260.0,0.0,2019,8
658,Heil Sound HB-1,6.0,0.0,6.0,288.0,0.0,2019,8
659,Heil Sound PR20,7.0,0.0,7.0,728.0,0.0,2019,8
660,Heil Sound PR22,6.0,0.0,6.0,750.0,0.0,2019,8
661,Heil Sound PR30B,4.0,0.0,4.0,724.0,0.0,2019,8
662,Heil Sound PR35,2.0,0.0,2.0,376.0,0.0,2019,8
663,Heil Sound PR35 Gold,2.0,0.0,2.0,488.0,0.0,2019,8
664,Heil Sound PR40,2.0,0.0,2.0,880.0,0.0,2019,8
665,Heil Sound SB2,5.0,0.0,5.0,205.0,0.0,2019,8
666,Heil Sound SM1,8.0,0.0,8.0,440.0,0.0,2019,8
667,Heil Sound WM1,8.0,0.0,8.0,136.0,0.0,2019,8
668,Heil Sound WSM,8.0,0.0,8.0,32.0,0.0,2019,8
669,Hosa Technology BNA-100,5.0,0.0,5.0,14.75,0.0,2019,8
670,Hosa Technology CMK-010AU,11.0,0.0,11.0,224.95,0.0,2019,8
671,Hosa Technology CMM-103,20.0,0.0,20.0,49.0,0.0,2019,8
672,Hosa Technology CMM-105,1.0,0.0,1.0,2.95,0.0,2019,8
673,Hosa Technology CMM-505,7.0,0.0,7.0,16.8,0.0,2019,8
674,Hosa Technology CMP-153,6.0,0.0,6.0,20.700000000000003,0.0,2019,8
